#X,V0_V,dV0dT_V_K
0.6640661,3.42944040228278,-4.1996020648615e-05
0.6660663,3.42942434884267,-4.20748927407019e-05
0.6680664,3.42940826088955,-4.21351091474068e-05
0.6700666,3.42939224376067,-4.21943927698427e-05
0.6720667,3.42937625753285,-4.2253572749582e-05
0.6740669,3.42936013676127,-4.23128563720178e-05
0.676067,3.42934415053346,-4.23720363517571e-05
0.6780671,3.42932809257453,-4.24036473742098e-05
0.6800673,3.42931206438697,-4.24233394865574e-05
0.6820674,3.42929600529834,-4.24431352416015e-05
0.6840676,3.42927997711078,-4.24628273539491e-05
0.6860677,3.42926394892322,-4.24825194662967e-05
0.6880679,3.42924788464728,-4.25051135741481e-05
0.690068,3.42923183706299,-4.25311278909862e-05
0.6920681,3.42921582037977,-4.25570385651278e-05
0.6940683,3.42919977279548,-4.25830528819659e-05
0.6960684,3.42918372521118,-4.2609067198804e-05
0.6980686,3.42916767762689,-4.26350815156421e-05
0.7000687,3.4291516300426,-4.26610958324802e-05
0.7020689,3.42913558245831,-4.26871101493183e-05
0.704069,3.4291196333294,-4.27159228189637e-05
0.7060691,3.42910355540889,-4.27479484122026e-05
0.7080693,3.42908750838946,-4.2779870362745e-05
0.7100694,3.42907143046895,-4.2811895955984e-05
0.7120696,3.42905538344951,-4.28438179065264e-05
0.7140697,3.42903944007277,-4.28757398570688e-05
0.7160699,3.42902336215226,-4.29077654503077e-05
0.71807,3.42900731513282,-4.29396874008501e-05
0.7200701,3.42899126811339,-4.29716093513925e-05
0.7220703,3.42897519019288,-4.30036349446314e-05
0.7240704,3.42895917102741,-4.3022601558103e-05
0.7260706,3.42894313325291,-4.30371115356223e-05
0.7280707,3.42892706457733,-4.30517251558381e-05
0.7300709,3.42891109954444,-4.3066338776054e-05
0.732071,3.42889506176993,-4.30808487535732e-05
0.7340711,3.42886209933481,-4.30954623737891e-05
0.7360713,3.42882699130414,-4.31099723513083e-05
0.7380714,3.42879189974228,-4.31445890119614e-05
0.7400716,3.42875670566744,-4.31910209400231e-05
0.7420717,3.42872154249367,-4.32373492253882e-05
0.7440719,3.42868634841882,-4.32837811534498e-05
0.746072,3.42865118524505,-4.33301094388149e-05
0.7480721,3.4286160948129,-4.33765413668765e-05
